FUENTE;FUENTE 2;FECHA;HORA;ORIGEN;DESTINO;CANTIDAD;MONTO;INFRAESTRUCTURA;INSUMOS MEDICOS;EQUIPAMIENTO;IMPLEMENTOS DE BIOSEGURIDAD;CONCEPTO;ESTADO;NOTICIA
SICOES;ESTATAL;27/04/2020;;Direccion Administrativa Y Financiera - Organo Judicial - Chuquisaca;CHUQUISACA;;;;;;OK;CM;Contratado;Adquisicion De Material De Limpieza Para Prevencion De La Epidemia Covid 19 (Coronavirus) Para El Tribunal Departamental De Justicia De Chuquisaca
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicion De Camillas De Transporte Para La Emergencia De Covid -19
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicion De Desfibrilador Bifasico Para La Emergencia DeÒcovid - 19
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Y Farmaceuticos Para Los 26 Centros De Salud De Primer Nivel Para Prevenir El Covid-19 Perteneciente Al Gobierno Municipal
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;;OK;CD;Contratado;AdquisiciÛn De Lentes De ProtecciÛn Antiparras Reutilizable Para La Emergencia Covid - 19
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicion De Desfibrilador Para La Emergencia De Covid - 19
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CD;Contratado;Adquisicion De Ropa De Bioseguridad Para El Equipo De Desinfeccion Y Fumigacion Del Gamp. Por Covid - 19 (Zoonosis) - Prevencion Control Y Atencion Del Coronavirus
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;;OK;CD;Contratado;Adquisicion De Material De Limpieza E Higiene Para El Hospital Municipal Dr Ruben Zelaya Para Prevenir El Covid-19
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicion De Tubos De Oxigeno Para La Emergencia De Covid 19
SICOES;ESTATAL;27/04/2020;;Ministerio De Salud;POBLACION;;;;;;OK;CD;Contratado;Adquisicion De Guantes De Latex De Nitrilo Para La Emergencia De Covid - 19
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Y Farmaceuticos Para Dotar A Las Instituciones Publicas Para Prevenir El Covid-19 Perteneciente Al Gobierno Municipal
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Instrumental Menor Medico Quirurgico Para El Hospital Municipal Dr Ruben Zelaya Para Prevenir El Covid -19
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Instrumental Menor Quirurgico Para La Dotacion De Los Puntos De Control Para El Covid-19 Dependiente De Secretaria Municipal De Salud
SICOES;ESTATAL;27/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Y Farmaceuticos Para Dotar A Los Puntos Fijos De Control Para Prevenir El Covid-19 Perteneciente Al Gobierno Municipal
SICOES;ESTATAL;28/04/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicion De Tubos De Oxigeno `Para La Emergencia De Covid 19
SICOES;ESTATAL;28/04/2020;;Gobierno Autonomo Municipal De Villamontes;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Equipo Medico (Bomba De Infucion) Para Atencion De Pacientes Del Coronavirus Covid - 19
SICOES;ESTATAL;28/04/2020;;Gobierno Autonomo Municipal De Colcapirhua;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Suministro De Bioseguridad Como Medios De Prevencion Contra La Pandemia De Coronavirus Covid-19 Para La Red Municipal
SICOES;ESTATAL;28/04/2020;;Gobierno AutÛnomo Departamental De Pando;PANDO;;;;;;OK;CD;Contratado;AdquisiciÛn De Insumos De Bioseguridad,Para AtenciÛn De Emergencia.Centro De Referencia(Covid-19)
SICOES;ESTATAL;28/04/2020;;Gobierno AutÛnomo Departamental De PotosÌ;POTOSI;;;;;;OK;CD;Contratado;"""Compra Material De Limpieza (Alcohol En Gel De 350 Ml) Para La Prevencion De La Emergencia Sanitaria Covid-19"""
SICOES;ESTATAL;28/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Y Farmaceuticos Para El Hospital Municpal Dr Ruben Zelaya Para Preveneri El Covid-19
SICOES;ESTATAL;28/04/2020;;Gobierno AutÛnomo Departamental De PotosÌ;POTOSI;;;;;;OK;CD;Contratado;"""Compra Productos Quimicos Y Farmaceuticos (Barbijos Desechables, Guantes Descartables Y Alcohol Medicinal) Para La Prevencion De La Emergencia Sanitaria Covid-19"""
SICOES;ESTATAL;29/04/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;;OK;CM;Contratado;Adquisicion De Uniforme De Bioseguridad Epp (Equipo De Proteccion Personal), Bata De Seguridad Y Overol De Proteccion Por La Pandemia Covid 19 Para El Personal Del Concejo Municipal De Santa Cruz De La Sierra Gestion 2020
SICOES;ESTATAL;29/04/2020;;Gobierno Autonomo Municipal De Guayaramerin;BENI;;;;;OK;;EM;Contratado;Compra De Equipos Medicos (Respiradores) Para La Sal De Salud De Aislamiento Del Covid - 19 En El Municipio De Guayaramerin Correspondiente A La Gestion 2020
SICOES;ESTATAL;29/04/2020;;Gobierno Autonomo Municipal De Vinto;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Equipos Medicos Para El Hospital Municipal De Vinto, Para Afrontar La Emergencia Sanitaria, Por La Pandemia Covid-19
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Barbijo N 95 Para La Atencion De Pacientes Covid 19 (1ra Compra)
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Alcohol En Gel Y Gafas De Proteccion Para Atencion De Pacientes Covid 19
SICOES;ESTATAL;29/04/2020;;Comando General Del Ejercito;POBLACION;;;;;;OK;CM;Contratado;Adquisici„?N De Material De Limpieza Y Y Protecci„?N Para El Apoyo En Las Medidas De Bioseguridad Para El Personal Que Realiza El Patrullaje Contra El Covid-19
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Compra De Material Medico (Tensiometro Y Fonendoscopio) Para La Atencion De Pacientes Con Covid 19
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Barbijo N 95 Para La Atencion De Pacientes Covid 19 (2da Compra)
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;OK;;;CD;Contratado;Adquisicion De Insumos Para La Atencion De Pacientes Con Covid 19 (Guantes De Nitrilo Manga Larga, Escudoo Facial, Gafas De Proteccion Ocular)
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Cabina De Flujo Laminar Para La Atencion De Pacientes Covid19
SICOES;ESTATAL;29/04/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Oximetro De Pulso Para Atencion De Pacientes Covid 19
SICOES;ESTATAL;29/04/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Y Farmaceuticos Para Abastecer Almacen De La Secretaria De Salud Para Prevenir El Covid-19 Perteneciente Al Gobierno Autonomo Municpal De Yacuiba
SICOES;ESTATAL;30/04/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CM;Contratado;Adquisicion De Solucion Desinfectante Para Los Establecimientos De Salud (Emergencia De Salud Publica- Covid-19) - Prevencion Control Y Atencion Del Coronavirus
SICOES;ESTATAL;30/04/2020;;Gobierno Autonomo Municipal De Colquiri;LA PAZ;;;;;OK;;CD;Contratado;Prevencion Control Y Atencion Del Coronavirus (Equipamiento Centro De Aislamiento Covid-19)
SICOES;ESTATAL;30/04/2020;;Hospital Del Norte;EL ALTO;;;;;;OK;ANPE;Contratado;Insumos De Bioseguridad Covid-19
SICOES;ESTATAL;02/05/2020;;Gobierno Autonomo Municipal De Coripata;COCHABAMBA;;;;OK;OK;;CD;Contratado;(Prevencion Control Y Atencion Del Corona Virus - Adquisicion De Insumos E Instrumental Medico Y Equipos Para La Sala De Aislamiento De Enfermos Del Covid - 19)
SICOES;ESTATAL;04/05/2020;;Direccion Administrativa Y Financiera - Organo Judicial - Pando;PANDO;;;;;;OK;CM;Contratado;Adquisicion De Barbijos Y Alcohol Para Todo El Personal Del Organo Judicial De Pando Para La Prevencion, Control Y Atencion De La Emergencia De Salud Contra El Corona Virus (Covid-19)
SICOES;ESTATAL;04/05/2020;;Direccion Administrativa Y Financiera - Organo Judicial - La Paz;LA PAZ;;;;OK;;;CM;Contratado;Adquisicion De Sustancia Quimica Para DesinfecciÛn Y EsterilizaciÛn Contra La PrevenciÛn Del Contagio Y PropagaciÛn Del Coronavirus (Covid-19) Para El Organo Judicial La Paz
SICOES;ESTATAL;04/05/2020;;Direccion Administrativa Y Financiera - Organo Judicial - La Paz;LA PAZ;;;OK;;;OK;CM;Contratado;Adquisicion De Camaras De Desinfeccion Y Esterilizacion Peatonal (Personal) Contra La Prevencion Del Contagio Y Propagacion Del Coronavirus (Covid-19) Para Oficinas Jurisdiccionales Y Administrativas Del Organo Judicial La Paz
SICOES;ESTATAL;05/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;;OK;CM;Contratado;Adquisicion De Insumo De Proteccion Epp (Equipo De Protecion Personal) Por La Pandemia Covid 19 Para Bioseguridad De Los Funcionarios Del Concejo Municipal De Santa Cruz De La Sierra Gestion 2020
SICOES;ESTATAL;05/05/2020;;Gobierno Autonomo Municipal De Villamontes;TARIJA;;;;;;OK;CD;Contratado;Adquisicion De Guantes De Nitrilo Y Comun Descartable Para Prevencion Y Proteccion Del Coranavirus Covid - 19
SICOES;ESTATAL;05/05/2020;;Gobierno AutÛnomo Departamental De Tarija;TARIJA;;;;OK;;;EM;Contratado;AdquisiciÛn De Insumos Para La PrevenciÛn, Control Y AtenciÛn De La Pandemia Del Covid - 19 A Solicitud De La Secretaria Departamental De Desarrollo Humano Dependiente Del Gobierno AutÛnomo Departamental De Tarija
SICOES;ESTATAL;05/05/2020;;Gobierno Autonomo Municipal De Quillacollo;COCHABAMBA;;;;;OK;;CM;Contratado;Compra De 6 Piezas Motoasperor Para Fumigacion Covid-19
SICOES;ESTATAL;05/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;OK;;;;CM;Contratado;Adquisicion De Tunel De Desinfeccion Peatonal, Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;05/05/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Termociclador Para Pcr En Tiempo Real Para Atencion De Pacientes Con Covid 19
SICOES;ESTATAL;05/05/2020;;Gobierno Autonomo Municipal De Villamontes;TARIJA;;;;;;OK;CD;Contratado;Adquisicion De Insumos De Bioseguridad (Barbijo N95 Sin Filtro, Gafas, Mameluco Y Antiparras) Para Prevencion Y Proteccion Del Coronavirus Covid - 19
SICOES;ESTATAL;06/05/2020;;Gobierno Autonomo Municipal De Villamontes;TARIJA;;;;;;OK;CD;Contratado;3ra Adquisicion Insumos De Bioseguridad (Gafas, Cubre Calzados, Overol, Estetoscopio) Para Prevencion Y Control Del Coronavirus Covid - 19 Municipio De Villa Montes
SICOES;ESTATAL;06/05/2020;;Gobierno Autonomo Municipal De Colcapirhua;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Ropa De Trabajo E Insumos De Bioseguridad De Urgencia Como Medidas De Prevencion Contra La Pandemia Del Coronavirus (Covid-19) Para La Red Municipal De Salud De Colcapirhua
SICOES;ESTATAL;06/05/2020;;Gobierno Autonomo Municipal De Colcapirhua;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Barbijos Kn95 Como Medidas De Prevencion Contra La Pandemia Del Coronavirus (Covid-19) Para La Red Municipal De Salud De Colcapirhua.
SICOES;ESTATAL;06/05/2020;;Direccion Administrativa Y Financiera - Organo Judicial - Pando;PANDO;;;;;;OK;CM;Contratado;Adquisicion De Material De Limpieza Para El Organo Judicial De Pando, Para La Prevencion, Control Y Atencion De La Emergencia De Salud Contra El Coron Avirus (Covid-19)
SICOES;ESTATAL;06/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;OK;;;CD;Contratado;Adquisicion De Reactivos E Insumos Para Atencion De La Emergencia Por Coronavirus Covid-19 En Hospitales Municipales Y Redes De Salud, Sms
SICOES;ESTATAL;06/05/2020;;Hospital Del Norte;EL ALTO;;;;OK;;;CM;Contratado;Adquisicion De Medicamentos Varios Para Coranivirus Positivo (Covid 19)
SICOES;ESTATAL;06/05/2020;;Hospital Del Norte;EL ALTO;;;;OK;;;CM;Contratado;Adquisicion De Medicamento Controlado Para Uti - A Coronavirus (Covid-19)
SICOES;ESTATAL;06/05/2020;;Caja Nacional De Salud (Regional Chuquisaca);CHUQUISACA;;;;;OK;;ANPP;Adjudicado;Adquisicion De 1 Equipo Gasometro Solicitado Por El Servicio De Laboratorio Del Centro Centinela Covid-19
SICOES;ESTATAL;06/05/2020;;Gobierno AutÛnomo Departamental De Tarija;TARIJA;;;;;;OK;EM;Contratado;Adquisicion De Barbijos Para La PrevenciÛn, Control Y AtenciÛn De La Pandemia Del Covid ? 19 A Solicitud De La Secretaria Departamental De Desarrollo Humano Dependiente Del Gobierno AutÛnomo Departamental De Tarija
SICOES;ESTATAL;07/05/2020;;Gobierno Autonomo Municipal De Punata;COCHABAMBA;;;;;;OK;CM;Contratado;Prevencion Control Y Atencion Del Coronavirus (Adq. De Insumos De Bioseguridad Por Emergencia Sanitaria Y Cuarentena Contra El Coronavirus - Covid-19)
SICOES;ESTATAL;07/05/2020;;Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia);COCHABAMBA;;;;OK;;;CM;Contratado;Compra De Emergencia Vii De Insumos Para La Red De Salud Xi Independencia Para La PrevenciÛn De La Pandemia Coronavirus (Covid-19)
SICOES;ESTATAL;07/05/2020;;Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia);COCHABAMBA;;;;OK;;;CM;Contratado;Compra De Emergencia Vi De Insumos Para La Red De Salud Xi Independencia Para La PrevenciÛn De La Pandemia Coronavirus (Covid-19)
SICOES;ESTATAL;07/05/2020;;Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia);COCHABAMBA;;;;OK;;;CM;Contratado;Compra De Emergencia Ii De Insumos E Instrumentales Para La Prevencion De Coronavirus (Covid-19) En La Red Salud Xi Independencia
SICOES;ESTATAL;08/05/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CM;Contratado;Adquisicion De Barbijos Descartables Triple Capa Para Personal De Salud Hospital Municipal Ii Nivel San Cristobal (Covid-19) - Fortalecimiento Centros De Salud Md.
SICOES;ESTATAL;08/05/2020;;Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia);COCHABAMBA;;;;;OK;;CM;Contratado;Compra De Emergencia V De Camas Hospitalarios Para La PrevenciÛn De Coronavirus (Covid-19)
SICOES;ESTATAL;08/05/2020;;Ministerio De Salud;POBLACION;;;;;;OK;CD;Contratado;Adquisicion De Distintos Tipos De Barbijos Para La Implementacion Prevencion Covid 19
SICOES;ESTATAL;08/05/2020;;Gobierno Autonomo Municipal De Caracollo;COCHABAMBA;;;;;;OK;CM;Contratado;"Prevenci„??N, Control Y Atenci„??N Del Coronavirus - Adquisici„??N De Lavandina Como Medio De Prevenci„??N Y Desinfecci„??N Contra El Corona Virus Covid - 19 Alerta Sanitaria Nacional"""
SICOES;ESTATAL;11/05/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CM;Contratado;Adquisicion De Protector Facial, Lentes De Porteccion Antiparra Y Cubre Calzado Descartables Para Personal De Salud Hospital Municipal Ii Nivel San Cristobal (Covid-19) - Fortalecimeinto Centros De Salud Md
SICOES;ESTATAL;11/05/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CM;Contratado;Adquisicion De Trajes De Proteccion Corporal Y Batas Quirurgicas Descartables Capa Para Personal De Salud Hospital Municipal Ii Nivel San Cristabal (Covid -19) - Fortalecimiento Centros De Salud Md
SICOES;ESTATAL;11/05/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Rayos X Portatil Digital Para Atencion De Pacientes Covid19
SICOES;ESTATAL;11/05/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;;OK;CM;Contratado;Adquisicion De Pa„???Ales Y Jaboncillo Liquido Para La Atencion De Terapia Intensiva A Pacientes Covid 19 Gestion 2020
SICOES;ESTATAL;11/05/2020;;Hospital Del Norte;EL ALTO;;;;;OK;;CM;Contratado;Adquisici„?N De Medicamento Analg„?Sico-Sedante Para Coronavirus (Covid-19)
SICOES;ESTATAL;12/05/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Farmaceuticos - Medicamentos Covid-19 Lote 1
SICOES;ESTATAL;12/05/2020;;Gobierno Autonomo Municipal De La Asunta;LA PAZ;;;;;OK;;CM;Contratado;PrevenciÛn, Control Y AtenciÛn Del Coronavirus ?AdquisiciÚn De Cloro En Polvo Para DesinfecciÛn En Contra De Coronavirus Covid-19?
SICOES;ESTATAL;12/05/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Farmaceuticos - Medicamentos Covid-19 Lote 3
SICOES;ESTATAL;12/05/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;AdquisiciÛn De Productos QuÌmicos FarmacÈuticos ? Medicamentos Covid-19 Lote 5
SICOES;ESTATAL;12/05/2020;;Ministerio De Salud;POBLACION;;;;;;OK;CD;Contratado;Adquisicion De Tips Con Filtro Para La Implementacion De Prevencion Y Atencion Covid 19 A Nivel Nacional
SICOES;ESTATAL;12/05/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;Adquisicon De Camilla De Transporte Para La Implementacion De Prevencion Y Atencion Covid -19 A Nivel Nacional
SICOES;ESTATAL;12/05/2020;;Ministerio De Salud;POBLACION;;;;OK;OK;;CD;Contratado;Adquisicion De Equipo E Insumos Medicos Implementacion De Prevencion Y Atencion Covid 19 A Nivel Nacional
SICOES;ESTATAL;12/05/2020;;Ministerio De Salud;POBLACION;;;;;OK;;CD;Contratado;AdquisiciÛn De TermÛmetros Infrarrojos Para La Implementacion De PrevenciÛn Y AtenciÛn Covid 19 A Nivel Nacional
SICOES;ESTATAL;13/05/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Farmaceuticos-Medicamentos Covid-19 Lote 2
SICOES;ESTATAL;13/05/2020;;Gobierno Autonomo Municipal De Sena;PANDO;;;;;;OK;CD;Contratado;Adquisici„?????N De Material De Limpieza Y Desinfecci„?????N Para La Prevenci„?????N, Control Y Atenci„?????N De La Emergencia De Salud P„?????Blica De Importancia Internacional Provocada Por El Coronavirus (Covid-19) Centro De Salud El Sena
SICOES;ESTATAL;13/05/2020;;Gobierno Autonomo Municipal De Santa Ana;BENI;;;;OK;;;CM;Contratado;Cargado O Llenado De Oxigeno, Para Pacientes Que Presenten Patologias Como El Covid-19 De Acuerdo A La Cartera De Servicios Del Hospital Dr. Jacobo Abularach A. En Beneficio De Los Usuarios De La Ley N∫ 1152.
SICOES;ESTATAL;13/05/2020;;Gobierno Autonomo Municipal De Sena;PANDO;;;;;;OK;CD;Contratado;Adquisici„???N De Insumos, Dispositivos M„???Dicos De Bioseguridad Para La Prevenci„???N, Control Y Atenci„???N De La Emergencia De Salud P„???Blica De Importancia Internacional Provocada Por El Coronavirus (Covid-19) Centro De Salud El Sena
SICOES;ESTATAL;13/05/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;OK;;CD;Contratado;Adquisicion De Dispositivos Medicos Para Atencion De Terapia Intensiva A Pacientes Covid 19 Gestion 2020
SICOES;ESTATAL;13/05/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;OK;;;CD;Contratado;Adquisicion De Medicamentos Para La Atencion De Terapia Intensiva A Pacientes Covid 19 Gestion 2020
SICOES;ESTATAL;14/05/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Ventilador Mecanico Para Atencion De Pacientes Covid 19 (Respirador Adulto Pediatrico)
SICOES;ESTATAL;14/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;;OK;CM;Contratado;Adquisicion De Alcohol En Gel Para Las Diferentes Unidades Operativas De La Secretaria Municipal De Seguridad Ciudadana Para La Prevencion Control Y Atencion De La Emergencia De La Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;14/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;;OK;CM;Contratado;Adquisicion De Guantes Para Prevencion Y Uso De Las Diferentes Unidades Operativas De La Secretaria De Seguridad Ciudadana Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Corona Virus (Covid-19)
SICOES;ESTATAL;14/05/2020;;Gobierno Autonomo Municipal De Santisima Trinidad;BENI;;;;;;OK;EM;Contratado;Adquisicion De Insumos Medicos De Proteccion Personal (Barbijos N95-Cubre Calzados) Por Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19) En El Marco Del D.S.N∞ 4174 Y D.S. 4200 Municipio De Trinidad 2020
SICOES;ESTATAL;14/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;OK;;;CD;Contratado;"Cd 02/2020 Sms ""Adquisicion De Medicamentos Para Atencion De La Emergencia Por Coronavirus Covid -19 En Hospitales Municipales Y Redes De Salud, Sms"""
SICOES;ESTATAL;14/05/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;OK;;CM;Contratado;Adquisicion De Hidrolavadoras Para La Prevencion, Control De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;15/05/2020;;Gobierno Autonomo Municipal De Colcapirhua;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Equipamiento Medico Para Prevencion Contra La Pandemia De Coronavirus (Covid-19) Para La Red Municipal De Salud De Colcapirhua
SICOES;ESTATAL;15/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;OK;OK;;CD;Contratado;Adquisicion De Equipamiento Medico E Insumos Para Contencion A Personas Con Covid-19 Para Red De Salud Municipio San Luacs
SICOES;ESTATAL;15/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;OK;;;CD;Contratado;AdquisiciÛn De Instrumental Medico Para ContenciÛn Y AtenciÛn A Personas Con Covid-19 Para Red De Salud Municipio San Lucas
SICOES;ESTATAL;15/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;;OK;;CD;Contratado;AdquisiciÛn De Camas Hospitalarias Para ContenciÛn Y AtenciÛn A Personas Con Covid-19 Para Hospital San Lucas
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Punata;COCHABAMBA;;;;;;OK;CD;Contratado;Prevencion Control Y Atencion Del Coronavirus (Adq. De Material De Limpieza Para La Prevencion, Control Y Atencion De La Emergencia (Covid-19)
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Punata;COCHABAMBA;;;;;;OK;CM;Contratado;PrevenciÛn Control Y AtenciÛn Del Coronavirus (Adq. De Insumos De Bioseguridad Por Emergencia Sanitaria Y Cuarentena Contra El Coronavirus - Covid-19 - Mayo)
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Colcapirhua;COCHABAMBA;;;OK;;;;CD;Contratado;Compra De Camaras De Desinfeccion (Industrial) Para Prevencion Del Corona Virus Covid-19 En El Hospital Municipal Andres Cuschieri , Centro De Salud Colcapirhua , Servicio De Hemodialisis Y Edificio Central Del Gam Colcapirhua
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Santisima Trinidad;BENI;;;;OK;;;EM;Contratado;Adquisicion De Insumos Medicos De Proteccion Personal Por Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19) En El Marco Del D.S. N∞4174 Y D.S. N∞4200
SICOES;ESTATAL;18/05/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Compra De Desinfectantes Para La Atencion De Emergencia Sanitaria De Covid 19
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Equipos De Oficina Y Muebles Para Los Lugares De Aislamiento Para Prevenir El Covid-19
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Equipo Medico Y De Laboratorio Para Los Lugares De Aislamiento Para Prevenir El Covid-19
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;OK;;CD;Contratado;Adquisicion De Mascarillas, Sistemas De Drenaje, Tubos Corrugados, Cateters, Filtros Para Respiradores Y Humimificadores De Oxigeno Para La Atencion De Terapia Intensiva A Pacientes Covid 19 Gestion 2020
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;CD;Contratado;Adquisicion De Instrumental Menor Quirurgico Para La Dotacion Para Los Lugares De Aislamiento Para Prevenir El Covid-19
SICOES;ESTATAL;18/05/2020;;Gobierno Autonomo Municipal De Camargo;CHUQUISACA;;;;;OK;;CD;Contratado;AdquisiciÛn De Dos Bombas De InfusiÛn, Para El Hospital San Juan De Dios Camargo, Para AtenciÛn Covid-19
SICOES;ESTATAL;19/05/2020;;Gobierno Autonomo Municipal De Sacaba;COCHABAMBA;;;;;OK;;OF;Contratado;Prevenci„?N, Control Y Atenci„?N Del Coronavirus (Adquisicion De Term„?Metro Infrarrojo D/Frente C/20 Memoria (Jdp-R202) Para Combatir El Coronavirus Covid 19)
SICOES;ESTATAL;19/05/2020;;Gobierno Autonomo Municipal De Yapacani;SANTA CRUZ;;;;;OK;;OF;Contratado;Equipamiento Con Mobiliario Para La Sala De Aislamiento Ambiente Covid-19
